SampleID,histological_type,ANKS4B,MIA2,LRRC31,CLRN3,ARMC3,MS4A8B,TM4SF4,FOXA2,C10orf108,TOX3,ARHGEF38,VIL1,SERPINA4,EPS8L3,cg08839858,C1orf194,LOC285419,CCDC33,CCL15,CCDC108,C9orf171,ABCC6P1,FREM2,C2orf70,IYD,SLC6A20,RNF186,C4BPB,HGD,PCDP1,CDHR2,GJB1,CDHR5,PROM1,AQP2,SLC30A2,PPP1R9A,LOC100130933,TDGF1,DCDC2,GAL3ST1,BNC1,DNALI1,CLCA2,SLC3A1,PLCH1,HNF1A,SERPINB13,TP63,DSG3,GBP6,CALML3,DSC3,DNAH7,MIMAT0000266,CSTA,MIMAT0019731,GPR87,SOX15,GM2A,PLEKHB1,histological_type_y,PKP1,cg23889391,cg19691563,MIMAT0000728,cg17776267,cg25563233,cg09698548,cg03585419,cg08211306,MIMAT0000253,cg04006554,MIMAT0000088,MIMAT0000087,cg15961842,cg08345372,cg25379026,cg04076503,cg18115627,cg01814098,cg08273666,cg26082557,cg05963618,cg17900854,cg14114673,cg09644722,cg08967106,cg26058289,cg19908577
TCGA-VS-A9UM-01,0,0.0961274500832708,0.0,0.0600112496848148,0.05604818622345,0.1010650067825635,0.0,0.0788509750349031,0.0,0.0643718336818233,0.5218808079319464,0.1622794821886489,0.0,0.0480438512721372,0.0503011729895382,0.4978,0.0,0.2204519719949604,0.1165603328710124,0.0951488143760302,0.0,0.0,0.0,0.2711715466009566,0.0,0.0607578033717242,0.0855846314280127,0.0,0.0506839216971086,0.0507895860008536,0.0619816499058455,0.0910162105026035,0.228104088001376,0.1539255521331673,0.0764684044636292,0.0,0.1287333414045838,0.4901631477927063,0.1116507950004251,0.0,0.2847208772560846,0.0,0.8063874857422194,0.4840328903336838,0.8614350157460209,0.1706707241847267,0.2336011944705408,0.2272711904520403,0.6896419020285696,0.923357231735498,0.9777202039956484,0.7428722318567524,0.78235338798357,0.9578643058393088,0.1748782553461783,0.8440398128689377,0.6433023974684843,0.6976072919382302,0.8654060243646426,0.7891912356253845,0.6921673455532928,0.461847644433162,1,0.9649695796998876,0.6499,0.0358,0.4594961130219495,0.0186,0.6661,0.31,0.4047,0.4694,0.0461906794534126,0.5395,0.0133204145408533,0.1843635553644613,0.4109,0.0332,0.4818,0.2668,0.0121,0.0195,0.0146,0.1929,0.0413,0.1515,0.5134,0.0188,0.0189,0.5158,0.0121
TCGA-C5-A3HL-01,0,0.0,0.2151249841390686,0.0,0.0,0.0,0.0,0.0,0.0,0.041641960282537,0.0327741343878695,0.1835974912719745,0.0,0.0,0.0,0.343,0.0,0.1547613351833245,0.0444160887656033,0.0,0.0,0.0,0.0,0.5832367009711552,0.0,0.1353009907017388,0.1122661800169458,0.0,0.0,0.0,0.0,0.0,0.0327875566185323,0.032792122681696,0.1785888467501837,0.0,0.1283328832059007,0.0400171944977607,0.04254527676218,0.0,0.1270877717215874,0.0891723257032061,0.911129216229428,0.1812075724256621,0.9136424049182582,0.1608257597565489,0.4182660045631458,0.1986904238653908,0.91176048529124,0.903796587071162,0.9730667890808248,0.8919148450267983,0.8785561119258659,0.9627114796565585,0.1794833792081304,0.7796214911084667,0.8450545345336548,0.5154819548106111,0.9787684086643978,0.7502721120628459,0.6633358791581807,0.1842250005288654,1,0.9429383997039134,0.0147,0.0254,0.3144303845380795,0.0216,0.026,0.0499,0.0193,0.0181,0.4140122242046233,0.0137,0.4245638390422175,0.4224227681234245,0.0225,0.0242,0.0169,0.0199,0.0242,0.0195,0.0179,0.0128,0.0248,0.0349,0.0154,0.0391,0.0183,0.6628,0.0225
TCGA-VS-A8EI-01,0,0.0,0.0,0.0540760711445584,0.0505049590145373,0.0,0.0,0.0,0.0,0.2015520810577453,0.0,0.0,0.0,0.0,0.1711199083068469,0.3844,0.0556876061120543,0.0,0.106374479889043,0.0505045015669438,0.0,0.0,0.0,0.1152522104652848,0.454028026421384,0.1716201753610808,0.2455272762823437,0.0,0.0,0.1044190551232804,0.0,0.0830625806842894,0.1252856522700652,0.1724474080870306,0.2193744222104136,0.0,0.1184797489220224,0.0958393314139475,0.1625712099311283,0.051424408148961,0.0612843427496333,0.1606186192257151,0.845372331758188,0.3380103260349937,0.6895382258391877,0.078850187111897,0.2661639377264796,0.2853906751868005,0.5787880764464157,0.9262383717485336,0.8559956735818087,0.7534416682724216,0.8020263045650282,0.8728184379548398,0.1619309760745289,0.713775684077635,0.7580336802935855,0.3199022218929402,0.870781513406915,0.7682078462921773,0.7391802443991853,0.3258869074062322,1,0.7651955405203592,0.5436,0.0527,0.2531925882222506,0.4221,0.3975,0.2994,0.2045,0.245,0.3507087639725614,0.2904,0.4443456845688565,0.5940653892641645,0.4202,0.2262,0.436,0.4474,0.5187,0.0215,0.0135,0.1707,0.4623,0.5505,0.0189,0.5037,0.2983,0.9786,0.1672
TCGA-EK-A2PL-01,0,0.0,0.0,0.0624357507225013,0.0,0.0,0.0,0.0483239007400957,0.2759780941949616,0.0,0.0,0.0,0.0,0.0,0.0,0.3424,0.0,0.1026745131811875,0.0,0.0,0.1873103846810522,0.0689241705653752,0.0796545580520637,0.0,0.0,0.2090586860683181,0.0,0.0,0.0,0.0,0.0,0.0557793777454318,0.1743973658560558,0.0,0.0,0.0664142690613491,0.0,0.7646153230966091,0.2899200748235694,0.0,0.1002868236357431,0.177407349549268,0.829004399543751,0.1959476686745067,0.880539751337266,0.1751202862195172,0.0912125889142397,0.0795325196380069,0.8707651164307612,0.8246355987438526,0.9183702986360462,0.7427865915886983,0.8598297389993516,0.8916396266474382,0.2254075799280118,0.8927460968854095,0.8461239827423289,0.4218026433602865,0.8952336270237604,0.939510671525247,0.4992574677528856,0.3461318778955385,1,0.8393340648923114,0.0142,0.036,0.5929068656373635,0.7422,0.0218,0.4814,0.1891,0.0168,0.3896667202294577,0.014,0.7646941296949767,0.8103088509776295,0.4571,0.0162,0.0166,0.0136,0.0306,0.0191,0.0199,0.0127,0.0292,0.7795,0.0212,0.0145,0.0152,0.4971,0.5999
TCGA-MA-AA3Z-01,0,0.051307626141542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1974078536781289,0.0,0.0,0.045578325299344,0.518,0.1276240886847099,0.0,0.0,0.0,0.0,0.0600276210562377,0.0693729585271701,0.0,0.0,0.0945928696967019,0.0456804405918008,0.0503167794389504,0.0,0.1048868971404182,0.0,0.0485795233020559,0.0,0.0459319090372894,0.0,0.0,0.2456764484014267,0.0,0.1358196581923306,0.0,0.088850768705789,0.0,0.7909483460974418,0.0446744430633903,0.8089330024813896,0.0939013858617428,0.6767799624211516,0.2229096933428,0.8786184854216946,0.8627940392249808,0.8735717474830684,0.9692765538356136,0.8382111493493974,0.86111444938509,0.1857717552403133,0.758975962085424,0.8212336744335954,0.455128618393751,0.8223623524921276,0.8108466234442289,0.6066912763068568,0.5220008038755262,1,0.8776305280860209,0.5143,0.2747,0.4344822209277844,0.0166,0.0214,0.6338,0.0171,0.5114,0.4476410092391918,0.1195,0.1738003891106547,0.2305064328210659,0.2963,0.1461,0.0145,0.6181,0.0239,0.0227,0.0144,0.0137,0.4971,0.4179,0.0165,0.0206,0.0193,0.8858,0.0192
TCGA-VS-A94Z-01,0,0.0,0.1118766653977921,0.0,0.0,0.084825336963528,0.0482139631288209,0.0,0.2516100766703176,0.0,0.2281007704336862,0.0,0.0,0.0,0.041221274762435,0.419,0.0506441625886347,0.1406152815654753,0.0562662968099861,0.164719308733221,0.0,0.0542892930936653,0.2250074235375631,0.0798757066241484,0.0626088030125316,0.0865710330201184,0.2830036498729062,0.1278694114902094,0.0965435334589237,0.2757805574706983,0.118063624343924,0.0439355738656547,0.0722178083201598,0.1489776525329313,0.4140285491748982,0.0523123265626128,0.0472261285005168,0.3896053262955854,0.1514433296488394,0.1314107589158082,0.2189174482841306,0.0810214752396092,0.752639726250611,0.3003314529751091,0.7528562168957097,0.1344820495949335,0.3044138370688498,0.313362860781463,0.889576674711369,0.907588730224566,0.9097929230362902,0.692665624710072,0.7331331179264852,0.872010575651965,0.320633072199873,0.7998033134897673,0.3538774822552173,0.4756162173176497,0.8544085371672128,0.7619516350385689,0.6774652070604212,0.4024772058979078,1,0.792771850995721,0.4858,0.213,0.4059719538075132,0.1974,0.4521,0.2349,0.4273,0.3505,0.4032356163761177,0.0177,0.2898256561507799,0.3515788762381189,0.4289,0.3357,0.5561,0.4266,0.0174,0.0172,0.0136,0.4888,0.51,0.0456,0.0118,0.013,0.0603,0.6606,0.4352
TCGA-JW-AAVH-01,0,0.0516187478267235,0.0,0.1709079271485928,0.0,0.0,0.0920923776110746,0.0727035263387026,0.0,0.0,0.0,0.782834368338122,0.4296076797234311,0.0,0.104390378721986,0.3853,0.1282532707480275,0.0,0.0,0.0,0.0,0.1651910456389778,0.0697936256557458,0.0511034207856211,0.0,0.1260910974304594,0.2242960959395163,0.0506218927795825,0.1599311982963387,0.3158097770773827,0.0565026643695661,0.1112641766087039,0.2786328006618123,0.2074349564191624,0.0410621865377756,0.0,0.0902055374987194,0.3584353007037748,0.3031204829521299,0.0,0.2094827029669184,0.1794289810058535,0.8074792243767314,0.5394078465117761,0.730209444993682,0.1868158078710367,0.2220255670379814,0.203299861378774,0.8686060922314265,0.9243645197606208,0.9090068732195972,0.7791622954446514,0.756936937989705,0.9294355646356608,0.5386512809654881,0.8365658685845443,0.8368578732630624,0.6476950564253787,0.8667976080664144,0.8081207704320665,0.5528046503733879,0.4929132025977872,1,0.9270172522385056,0.0122,0.775,0.4837101651362472,0.0169,0.0211,0.8118,0.8476,0.0198,0.5528181897191973,0.0133,0.4115840558851542,0.4628381454491943,0.427,0.0236,0.0131,0.3141,0.0112,0.7691,0.0183,0.0141,0.0228,0.4768,0.2494,0.0137,0.4091,0.3012,0.0186
TCGA-C5-A8ZZ-01,0,0.0,0.0,0.0,0.0996784565916398,0.0,0.0,0.0,0.4031456736035049,0.0850835855985186,0.0381614390162028,0.4246300244075756,0.1031499830231194,0.0,0.0,0.4994,0.0816838110456406,0.0,0.0,0.0,0.0,0.0498999004357275,0.0,0.4805678359182491,0.0,0.0,0.0896581502965521,0.0,0.0,0.0671312255819298,0.0,0.0708635493289666,0.0,0.1653450422701357,0.1650421831893257,0.0,0.1244866219022695,0.1539107485604606,0.0,0.0,0.0754318494129799,0.101127518998741,0.7020857096301125,0.3490534467922362,0.8835252754735263,0.1412509766829789,0.5067188967923768,0.3576991130495541,0.6731785271671775,0.9049816318066009,0.934657250837929,0.9241798160161576,0.7881553500166523,0.8935691490071973,0.1415096337073894,0.7215693009802717,0.6520777327697977,0.3423270910114386,0.7814975031012438,0.6932847475273294,0.4325568567549218,0.3459626409426499,1,0.9476329305430202,0.0108,0.5346,0.2406797160337568,0.0132,0.5709,0.2377,0.6512,0.3049,0.425698972518427,0.0121,0.4269365175615951,0.4932246430848497,0.3701,0.0144,0.0156,0.3913,0.0111,0.5221,0.0452,0.0099,0.0138,0.019,0.014,0.0136,0.1584,0.9927,0.0119
TCGA-BI-A20A-01,0,0.0,0.0,0.0,0.0,0.0705001779821633,0.1500328018483128,0.0309549187095612,0.0,0.1465218612489467,0.1631092443854952,0.1536750393919733,0.0565484458437509,0.0,0.2329314983864281,0.4465,0.0411864576051133,0.0657703778128638,0.1562829403606102,0.0,0.15975624170946,0.0,0.1230822527961991,0.3928014929699956,0.0904747206617692,0.0,0.3226145473505833,0.1987005761257784,0.0,0.3088496011031222,0.0413077447013101,0.1367192576612169,0.3450351792544783,0.0996461104921685,0.4349054062907181,0.1627861394513962,0.3329763357143522,0.3404510556621881,0.2458974576991752,0.1595208012468759,0.2271624749836298,0.1294303593909375,0.6703601108033241,0.3079325620677566,0.6704007542376765,0.1000452358432372,0.2558129781237417,0.2517384003335924,0.6838040571391298,0.8023493511880073,0.7016469315759355,0.5724480984292147,0.6969541160041836,0.8142317296265139,0.2547745077281389,0.6984428216889089,0.7163764750694043,0.2170087264751813,0.9009033366201216,0.6512895745587051,0.4750297012898847,0.4901842567324575,1,0.6895506106785967,0.5484,0.513,0.3758311722092849,0.3136,0.0337,0.282,0.3148,0.4734,0.6322324822049474,0.2123,0.5654572025381182,0.4595151321107982,0.0258,0.1603,0.5952,0.1635,0.5394,0.4008,0.0182,0.0352,0.0344,0.5211,0.385,0.0862,0.1073,0.6026,0.3686
TCGA-VS-A9UQ-01,1,0.8100053073699237,0.910620479634564,0.9490078941753788,0.7457452108147276,0.9785266925141664,0.9308023617330784,0.8673532193415701,0.8042847754654984,0.8172663816330139,0.7391742195367573,0.783606759971576,0.6482621847701948,0.7466439956831963,0.8203285671319065,0.0168,0.9271347248576852,1.0,1.0,0.5524337445428691,0.8503697088296712,1.0,0.5862120162328022,0.7521651688650529,0.8037162787826408,0.719981933684841,0.654581894023333,0.3461780067124935,0.8181177819641249,0.8141600183853704,0.7690312111863457,0.8041396997028218,0.7111041944810753,0.7362867815715315,0.8798124868063795,0.5544425761061308,0.4791901431405236,0.9313219769673704,0.9430958251849334,0.4899613579142497,0.8289479751726937,0.6566534648006396,0.0736190321003747,0.9529751091563884,0.1504612503846481,0.5672985976888596,0.921898067373507,0.8365847336331158,0.0948992237949253,0.3386561592700124,0.2598869345943668,0.2191391725722768,0.1342748131744854,0.1910293901641095,0.955515562142706,0.4709523463773977,0.1890286333770391,0.1565856936700715,0.7234247272495945,0.3004117173820453,0.1511583503054991,0.9161430898436672,0,0.5081716003610178,0.0118,0.0398,0.7689606739069068,0.0147,0.027,0.0385,0.0189,0.0146,0.7035998535061194,0.0125,0.671830307187377,0.7932584930207296,0.0191,0.0126,0.0188,0.0159,0.021,0.0196,0.0158,0.0137,0.0173,0.0247,0.0161,0.014,0.0147,0.991,0.014
TCGA-EA-A411-01,0,0.0904540546476089,0.0,0.1522198731501057,0.104814093564603,0.3485179377158635,0.1100240546887627,0.0433323825679672,0.0278028477546549,0.1028305714196548,0.080932380320782,0.4225445669972503,0.4625505448035312,0.0,0.4091156650598688,0.1829,0.5110456406671328,0.1845525732421096,0.1603106796116505,0.0,0.1519811927870661,0.1058271863993062,0.14317529446699,0.201994854326714,0.16150379653065,0.320549451628423,0.1816545004236459,0.0518064504549778,0.0,0.4677189008174923,0.0798810048479506,0.1359914745405869,0.1623979228267902,0.1285798545120912,0.1051704433784403,0.2707428536059502,0.5485532283449901,0.268004238643634,0.2661869738967775,0.1206389316708321,0.1743076114323658,0.1327660512943035,0.8345853022649504,0.8047375466105745,0.8204495308929729,0.2352921824238187,0.1211917863374043,0.2631211188874237,0.8113495531928772,0.6467233513065118,0.8296535721247869,0.5001248920575788,0.8259528247316668,0.8096716473714431,0.5981156044886725,0.7530044718897426,0.775342626301101,0.7488581368272306,0.8108559432551926,0.7738867067341819,0.2627715546503733,0.5476930887859364,1,0.7970638079592751,0.5545,0.2094,0.5415065709702902,0.0125,0.0232,0.1035,0.4462,0.3467,0.387117945903531,0.1695,0.3537914724511739,0.4018970131986514,0.0189,0.5962,0.0114,0.2665,0.0181,0.0183,0.0139,0.0343,0.1868,0.3462,0.0159,0.0203,0.0199,0.9832,0.0139
TCGA-VS-A953-01,0,0.0387438004428908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7045,0.0,0.0,0.0,0.0,0.0556073600294191,0.1088462320811074,0.0,0.0,0.0,0.0415721621648158,0.0611272241413022,0.0,0.0,0.0,0.0,0.1244075932038919,0.0,0.0614637263254472,0.0308202974297007,0.0,0.0,0.0750059980806142,0.0,0.0,0.0691973549511661,0.5180338715161317,0.95369072836891,0.1280555821142875,0.882641403196344,0.179356006086277,0.1348141189102134,0.2227857231407286,0.699576022438197,0.8257021390057475,0.8813190544763965,0.712591260410645,0.7081431968635518,0.9117961249315654,0.2143764556426,0.881582344708119,0.6889736959690593,0.3983660981305471,0.8619230891567798,0.8453740949316171,0.6367744399185338,0.0,1,0.8670856897973496,0.2034,0.6037,0.3160556261318382,0.9335,0.8838,0.8114,0.6089,0.2568,0.3027204386352045,0.0541,0.1573786256662996,0.2559013731182458,0.8975,0.4016,0.0174,0.0345,0.7009,0.1442,0.7095,0.0538,0.0437,0.027,0.8761,0.4662,0.7761,0.2473,0.0116
TCGA-EA-A5ZE-01,0,0.0,0.0,0.0485288127703318,0.0,0.0,0.0,0.0,0.0,0.380353483340095,0.0954568155953462,0.4133376587264806,0.0386146865450504,0.0,0.1596745218218324,0.4377,0.0,0.185940066663477,0.2179528432732316,0.0,0.0,0.0,0.107789765416213,0.265645383388897,0.0617815914562627,0.1385018704527379,0.2179902887310174,0.0,0.4003521991973134,0.6056255950622148,0.0,0.0,0.2634143944171874,0.398740087817026,0.1429860893744949,0.1670775864736891,0.1313689151308008,0.3874660108765195,0.0,0.1300919478746853,0.2551346964372999,0.1805041213714012,0.7887078377057195,0.2509879848296523,0.7439651165074604,0.1160176008553686,0.0977972755334854,0.289853602461372,0.5051790489857152,0.8277685607631687,0.5819095350986964,0.2706303837397678,0.7853274047759555,0.740869820667922,0.3404615710353589,0.8077625826019166,0.6700679026362631,0.4452090619858598,0.8948439835872642,0.7139652643036296,0.7320307196198235,0.3028495271942629,1,0.7758507619684564,0.4787,0.4605,0.5596258521282693,0.0381,0.8113,0.5196,0.2227,0.4321,0.4873975048615835,0.052,0.3934211345893597,0.4533538225515632,0.3453,0.2975,0.4602,0.5289,0.0243,0.2237,0.0213,0.6074,0.6536,0.4196,0.0165,0.4621,0.0188,0.5574,0.5269
TCGA-EA-A3QE-01,0,0.0778993795867571,0.0,0.3344453711426188,0.0310312032969521,0.0,0.0,0.0,0.0,0.0356396092750366,0.0,0.0529242747242561,0.0,0.0,0.0278493566034515,0.3904,0.0,0.1357670286908122,0.1360998613037448,0.0,0.0,0.0366781932831586,0.0,0.0561041455283374,0.0,0.2620793936002042,0.0693557322557518,0.0,0.0280612662789745,0.0698726156472635,0.0,0.1320579800552768,0.0,0.1700635690412215,0.128900762136311,0.0,0.0,0.3549964011516314,0.2389996598928662,0.0785107579935627,0.1405712493890011,0.0569089255028808,0.9070881538210852,0.2530914364024603,0.8916110700092316,0.1137558086935066,0.1485371091128707,0.2505550484047288,0.9246428804383277,0.8834360372104046,0.9496236393477672,0.8942556790202754,0.8881325628545889,0.9117026532601584,0.1613593055261486,0.7847120109949819,0.8716076150572448,0.3877695675437722,0.8904863386240021,0.6549713690786048,0.7302274270196876,0.409415920966343,1,0.8554694855495458,0.4858,0.415,0.3817913642772455,0.4481,0.6594,0.3938,0.4067,0.1711,0.1867766581675047,0.2425,0.3322009238612962,0.3335755905054005,0.3001,0.3681,0.5517,0.4477,0.2887,0.3473,0.0224,0.4979,0.5433,0.2564,0.2355,0.0855,0.1872,0.6497,0.0184
TCGA-DR-A0ZM-01,0,0.0,0.0,0.0,0.0674607128300348,0.0716546568792511,0.0,0.1199390509360035,0.0,0.0774792206306109,0.0,0.2468409182191738,0.0574744575114979,0.0,0.1002690641283054,0.0214,0.0,0.0,0.236382801664355,0.0,0.0,0.0,0.0,0.0,0.0,0.156892201046668,0.3029313041778009,0.0,0.2917519862396592,0.155011655011655,0.0,0.0,0.1308799318529925,0.1308981584638574,0.1163149581079802,0.0,0.0693630852044665,0.1233105406269993,0.2676749426069212,0.1473656057769457,0.3359156683175165,0.1133492000771895,0.8715007332572918,0.2962599993625904,0.8979749504049445,0.2071390385327137,0.6409626224667829,0.0,0.8332267953819059,0.8766590626296142,0.9180495903108354,0.8797396535851157,0.9219218341912604,0.8982761153173364,0.1691615498623756,0.807079017302704,0.8426226386070804,0.3679391388683846,0.8185931486370432,0.8987459183190571,0.8808766123557368,0.3121258276744726,1,0.8315942574784589,0.0137,0.1045,0.2366294089228054,0.0693,0.023,0.0144,0.0304,0.0184,0.383324713135184,0.0146,0.5418421794511987,0.4223327832803336,0.0173,0.1012,0.0258,0.0162,0.0239,0.0223,0.1192,0.0141,0.0205,0.0207,0.0134,0.04,0.0145,0.623,0.0312
TCGA-DS-A0VM-01,0,0.0341684815431635,0.0,0.0,0.1332638920338753,0.0,0.0,0.0,0.4233691128148959,0.0388436371958514,0.0921491088022662,0.0,0.0,0.0,0.3359643632284444,0.4276,0.0668930390492359,0.1794969937642537,0.124882108183079,0.0,0.1202505877254041,0.0399755906944875,0.113283183212907,0.0829468038846209,0.0826964627446138,0.0,0.0,0.0,0.1433368826275698,0.0306477559998686,0.0,0.0580320397854772,0.0,0.1533029687397601,0.11772713045124,0.0,0.0623783491809232,0.1870801343570057,0.3554757248533288,0.0844407964511993,0.0,0.1486174797607123,0.849258595404921,0.3057494342990088,0.6826309276730589,0.1457910104042439,0.257348006978929,0.2346643225028456,0.843402256865175,0.7176630917817148,0.752815630443395,0.6239036261516833,0.7641820869534734,0.776929856187157,0.0969299174253652,0.894918151290506,0.6397571034068519,0.5744214762705775,0.8854527815770222,0.8720931333112487,0.4970510862186017,0.5019039157199974,1,0.7946613509600088,0.5979,0.4493,0.5789297404398888,0.634,0.023,0.6573,0.015,0.4129,0.5043887407416128,0.3716,0.6969461589904637,0.6013109677947506,0.597,0.0909,0.0192,0.5437,0.0182,0.0207,0.0147,0.0151,0.5393,0.5414,0.0212,0.0136,0.2214,0.8986,0.428
TCGA-C5-A8XI-01,0,0.0,0.1025250602715391,0.206606280427488,0.0416557221140346,0.0,0.043726289968339,0.0,0.0,0.0478419623630746,0.216564733623167,0.2043439305465443,0.0354893971664043,0.0,0.037384469065754,0.404,0.0806950963747128,0.3191394351147473,0.0510291262135922,0.0,0.0,0.2407849518772682,0.2105191527269128,0.310516016814031,0.0,0.0,0.1921641791044775,0.0976542168458459,0.2166516504218199,0.1525821596244131,0.0809327296766697,0.0942825704606693,0.1931951281442226,0.1083622779998689,0.1238562495905428,0.0474431847488575,0.2380211777196234,0.1858405310300703,0.0858770512711504,0.0745174350508618,0.0745188095435722,0.2895527599863999,0.8594753136711749,0.2558163623035981,0.7497266543142788,0.2959082123617222,0.5762900952892229,0.3898073953860544,0.8298871567412432,0.9108476032470226,0.8122284197883324,0.7260581925621428,0.8093941536322153,0.8420862877058047,0.3399004869786153,0.8648562195400105,0.6982764303869792,0.7020324831302958,0.8736282960653965,0.7495338602053854,0.5222123217922607,0.4000550020096888,1,0.8208676116330864,0.5209,0.5566,0.4398357404342832,0.6174,0.029,0.6611,0.6251,0.1213,0.7339709162556842,0.4025,0.3030830625126899,0.3980168270304411,0.5567,0.2287,0.03,0.5676,0.015,0.0193,0.0113,0.0188,0.0691,0.4492,0.0185,0.1926,0.0162,0.7429,0.0155
TCGA-C5-A7XC-01,0,0.0,0.4677071437634817,0.3854471749713908,0.0872514831755808,0.5197945027563183,0.6916626258592659,0.0959047032861453,0.6959561883899232,0.1825151619178395,0.5194245900162929,0.5610343868755213,0.0,0.3636053074946234,0.5891691527325047,0.0229,0.3783781084590033,0.336873833787857,0.4940249653259362,0.0,0.5805938981626193,0.3484749536972604,0.2170766109076512,0.3851282794607914,0.0692018025804061,0.2477343466179661,0.6809538551782571,0.4023278353105874,0.4807355229748546,0.6841245608851243,0.4935995031852238,0.1684731283410876,0.589528950192073,0.0459155252637787,0.7777284407142389,0.2474596903143278,0.1189919628970822,0.7294265834932822,0.4664144205424709,0.1618079700454667,0.5083510868863496,0.3838710566700054,0.8761039595893759,0.6317206871275137,0.7727662583394986,0.1599292675905744,0.5480472419809421,0.4155255773066909,0.78087535059683,0.8594981335545416,0.8653087918099897,0.560908072308933,0.750422146784381,0.9181388454913272,0.5417531230150329,0.7128019965366934,0.8120554648070966,0.2631685228183332,0.8168675848468464,0.6466234442288579,0.7865538017651053,0.5489623659326015,1,0.8196923556415534,0.0123,0.0268,0.7284269900969462,0.0517,0.0811,0.0187,0.0913,0.0166,0.6975321819310836,0.0136,0.470655851977753,0.5806390287715677,0.0221,0.3834,0.1465,0.3656,0.0147,0.0165,0.0163,0.0131,0.0164,0.4549,0.0143,0.0171,0.0181,0.5816,0.0112
TCGA-VS-A9UC-01,0,0.049093171794074,0.0,0.0,0.0,0.0,0.0,0.0925870325612117,0.0,0.055810421412893,0.0758643840214837,0.2296011369604844,0.0715035342778652,0.0,0.1002690641283054,0.3924,0.0,0.0855620943176562,0.2279167822468793,0.048593373548539,0.0,0.0,0.0,0.0,0.0,0.0909796066648993,0.1538568076647331,0.0,0.1217380620853468,0.2112676056338027,0.0537381305340758,0.1779689652483559,0.1804175642359262,0.1682695458417983,0.3117698013495709,0.1272475937980337,0.653808543729104,0.24597128918746,0.1808307116741773,0.0,0.2373903660459839,0.0,0.6393270327521591,0.335803295407464,0.825235535593864,0.1553234362791462,0.6085928063347201,0.3394754933450541,0.7906855391037766,0.3490549268234876,0.8531407406475792,0.6196501595049994,0.734593833443374,0.7766761473647665,0.1573470251958501,0.6072129557956092,0.8002988594994104,0.5099157514296024,0.7669375616272783,0.6024135156878521,0.7043873048200948,0.5977660722218696,1,0.8370095254173457,0.0276,0.5239,0.3383076596491523,0.2026,0.0318,0.2089,0.2943,0.0166,0.3473285524032883,0.0143,0.0121414000194166,0.0640221271549279,0.02,0.4413,0.0138,0.017,0.0151,0.0172,0.017,0.0144,0.7253,0.0221,0.0235,0.0171,0.0187,0.9904,0.0108
TCGA-WL-A834-01,0,0.0,0.0,0.0949919506565548,0.0517458448439835,0.0,0.0,0.0,0.0500591456736035,0.1018943294947414,0.1062150500659085,0.0882534680384342,0.0,0.0,0.0,0.4961,0.266213921901528,0.0911120680031258,0.0,0.0,0.0,0.0,0.0,0.0517556892303232,0.1209333909500586,0.1273773405205848,0.1056915205631232,0.0,0.0,0.2093551987918185,0.0,0.0,0.344740312395056,0.0468002490333573,0.0,0.1834180962893425,0.0,0.2549884037108125,0.0607197517217923,0.0526878844610858,0.4214094015438674,0.2229124357902281,0.8979305849763729,0.2123848678968671,0.7354603010403504,0.1995147427725459,0.0,0.2762056102151446,0.8718152762376883,0.8547579546127866,0.9134464825842802,0.6604720206107578,0.792046696153644,0.9178784601209792,0.2700296421765827,0.8657523787814179,0.700884126019089,0.6701366170745615,0.8748290340023538,0.8470872178316216,0.2903088934147997,0.4808444923949144,1,0.9189073365842256,0.021,0.4467,0.3160702377390329,0.024,0.0207,0.6344,0.5978,0.4697,0.4066567625347461,0.017,0.6134231057806117,0.666060115773004,0.7342,0.4747,0.0177,0.6727,0.0241,0.3833,0.0234,0.4721,0.5891,0.5442,0.0241,0.5563,0.5995,0.9746,0.458
TCGA-EX-A69M-01,0,0.0483702714079171,0.0,0.0512636499408421,0.0,0.0508547954167187,0.0,0.0,0.0,0.0,0.0,0.5924861741897611,0.0407908139642559,0.0,0.3769986750014226,0.3909,0.0,0.1458622394462785,0.0,0.3346376102748039,0.0,0.0,0.3409135900227655,0.082856211045079,0.0,0.3627598260135301,0.0430652414781985,0.0474361505465118,0.1787779506921124,0.5757657835122624,0.0,0.0792417193009816,0.494368862059645,0.1204125434169998,0.1481106735479738,0.0,0.203274444247837,0.0528430902111324,0.1789494940906385,0.0843485719028691,0.2136789973162161,0.154719131066043,0.7005866058334692,0.2463030245083978,0.6124514688647806,0.1795205000616852,0.2821349483290833,0.2521666610316574,0.8139521231491749,0.8051045801979025,0.614382825125925,0.2031815359582075,0.7470099153369287,0.7789461736703656,0.1556108405674359,0.8685460484940379,0.8478087299203775,0.1353871561295344,0.8384252043640065,0.6647768681084663,0.8857561099796334,0.3183029764549089,1,0.6594419806634677,0.612,0.0932,0.6637063701516339,0.6645,0.0267,0.3794,0.3757,0.0254,0.452788158341157,0.5849,0.1007923652095247,0.1709432065768144,0.0582,0.6088,0.019,0.4286,0.574,0.5672,0.4898,0.0178,0.029,0.6522,0.0235,0.6075,0.0155,0.5623,0.0174
